LimitExceeded,StepsCount,CaloriesConsumed,RoadTravelTime,PhoneCallTime,MaximumTemprature,Age,Weight
No,6398,2476,3,3,22,43,68
No,4227,2634,3,3,37,34,92
No,7464,2336,3,3,13,28,87
No,7813,1842,1,4,16,37,85
No,5570,2488,5,3,28,38,71
No,4443,3062,2,2,30,37,77
No,6008,2024,4,3,25,25,63
No,7685,2364,3,3,12,47,64
No,5631,2592,2,3,30,39,80
No,7632,2369,1,3,15,36,83
Yes,4467,2516,2,3,23,46,81
Yes,5642,2503,5,3,14,39,76
No,3878,1826,4,2,22,43,66
No,4683,2316,4,4,25,41,80
No,5867,2433,4,2,24,42,64
No,9234,2512,4,4,18,35,80
No,3163,2224,4,2,27,37,87
No,3574,2451,5,3,55,38,78
Yes,4923,2437,3,3,6,35,76
No,7639,2504,4,2,24,33,69
Yes,6182,2693,4,2,5,42,67
No,4873,2270,2,3,51,42,96
No,6360,2525,2,3,29,48,75
No,7230,2470,2,3,21,38,57
No,6994,2490,3,3,37,31,81
No,4636,2437,4,2,10,39,67
No,6497,2725,3,3,37,38,74
No,6040,2647,2,3,9,47,77
No,4478,2046,4,2,32,34,77
Yes,4631,2484,5,3,19,46,77
No,5922,2179,3,3,12,42,63
No,9015,2426,1,3,12,38,67
No,6782,2423,3,3,24,44,68
No,3947,1908,2,2,42,43,94
No,7648,2149,3,3,30,44,86
No,7490,2436,2,3,42,39,87
No,5384,2003,4,3,26,43,65
Yes,6463,2402,5,3,13,38,63
Yes,3881,2430,4,3,20,50,93
No,3430,2531,3,3,14,34,61
No,5554,2766,4,3,34,36,78
No,5838,1311,1,3,30,39,83
No,6615,2713,4,4,22,50,83
No,7132,3287,3,3,22,37,86
No,3371,2016,4,2,34,38,73
No,4882,2425,2,1,21,32,73
No,6648,2366,3,4,11,30,66
No,6319,2459,5,3,21,35,59
No,8797,2304,3,3,22,41,89
No,6323,1904,4,4,33,41,88
No,7773,2232,3,3,35,37,74
No,6720,1912,2,4,29,39,58
No,4717,1851,2,4,33,48,66
No,7081,2162,3,2,26,35,78
No,6339,2101,4,4,16,38,89
No,5803,2103,3,2,34,39,75
No,6060,2174,4,1,38,47,76
No,7155,2067,1,4,32,45,66
No,4707,2296,4,4,24,38,66
No,9903,1811,2,4,27,42,65
No,6405,2528,4,4,25,30,72
No,7637,1981,4,3,24,45,76
No,9240,2246,5,3,31,43,70
No,6489,2231,3,3,36,38,82
No,4887,2239,4,3,34,49,77
No,4725,2073,2,2,36,36,77
No,5222,2097,4,2,8,31,64
No,2871,1690,3,3,34,39,97
No,5199,2397,3,4,24,39,81
No,6788,2465,4,2,16,36,84
No,6341,2891,3,2,14,36,48
No,7242,2195,1,4,15,39,63
No,6319,2030,2,4,44,43,82
No,4901,2308,4,3,31,35,80
No,7886,2352,4,3,22,36,78
No,5548,2462,2,3,34,44,83
No,7333,2130,3,3,2,31,75
No,7244,2314,2,3,21,35,70
No,4107,1993,2,2,24,35,77
No,5834,1963,2,3,36,44,80
No,6880,1897,5,4,20,37,65
No,5257,2721,3,2,27,44,81
No,5746,1977,2,3,21,34,77
Yes,3380,2741,4,4,15,41,92
No,5575,2284,4,4,15,39,62
No,6009,2146,3,4,14,37,59
No,6758,2407,3,3,52,38,70
No,8807,2078,3,3,34,45,77
No,6444,1690,1,3,26,40,52
No,4874,2491,2,4,19,40,71
No,4576,1963,3,4,37,47,78
No,4248,2636,3,3,39,40,73
No,7977,2134,1,2,38,37,58
No,5803,2322,3,4,37,41,80
No,7655,2409,4,4,33,38,78
No,6642,2544,3,3,29,37,61
No,3764,2268,3,3,32,42,82
No,7176,2614,2,3,30,38,78
No,5492,2373,3,3,28,31,58
Yes,4267,2712,4,3,16,40,70
No,3568,2834,2,3,36,44,59
Yes,5623,2057,4,4,8,41,82
No,8243,2409,4,2,28,43,60
No,4485,2326,4,3,27,34,58
No,6844,2365,3,2,21,44,76
No,4478,1721,2,3,56,47,58
No,7737,2039,4,2,27,42,79
No,6291,2769,4,2,39,37,107
No,5971,2499,2,3,45,45,76
No,3985,2160,3,2,24,41,56
No,5484,2408,4,2,26,44,66
No,7650,2269,3,4,19,43,71
No,7736,2331,2,3,26,39,72
Yes,4850,2894,4,3,8,49,84
No,6244,2942,4,3,37,48,77
No,10303,2861,2,3,18,33,88
No,9040,2564,2,2,29,33,97
No,5153,2919,4,4,27,42,63
No,5937,2679,4,2,45,49,70
Yes,3893,2526,2,4,25,39,80
No,5977,2349,3,2,21,36,80
No,4384,1585,2,3,28,40,77
No,6365,1758,2,3,32,49,69
No,8302,2412,3,2,19,33,76
No,6620,2089,2,3,24,36,73
No,7029,2468,4,3,36,42,86
No,4635,1931,4,4,21,44,76
No,5979,2581,3,3,22,42,72
No,6141,2447,2,3,25,43,85
No,4202,2381,1,4,26,39,67
No,7739,2125,1,3,30,33,72
No,4921,2389,3,3,24,44,92
No,5328,1781,3,3,22,36,78
No,6252,2183,3,2,38,35,83
Yes,3671,3052,1,2,20,42,72
No,6212,2232,2,2,20,38,76
No,6722,2512,1,3,44,38,85
No,2689,2575,2,2,25,29,77
No,4557,2615,3,2,36,43,69
No,5251,2451,3,2,16,41,81
No,5734,2254,5,2,27,39,77
No,7558,2428,3,3,33,38,78
No,6153,1881,2,3,15,36,72
No,4624,2205,2,2,24,33,66
No,5657,2711,3,3,19,35,60
No,6871,1914,3,2,42,45,83
No,6897,1983,3,4,15,38,85
No,4641,2479,4,2,21,35,81
No,8593,2489,2,3,46,33,83
No,6106,2473,1,2,38,42,66
No,5673,2488,2,4,21,39,73
No,8080,2426,3,4,37,35,91
No,5052,2681,3,2,8,39,74
No,4883,2283,2,4,16,42,73
No,6262,1886,3,3,31,48,61
No,2952,2215,2,4,30,34,82
No,6790,1959,4,3,33,46,69
Yes,4505,2470,4,3,14,33,77
No,8323,1936,3,2,37,43,70
No,7063,2043,2,3,13,33,78
No,2554,2691,3,4,26,43,79
No,4235,2223,3,2,22,33,67
No,6974,2124,2,4,18,44,64
No,5162,2716,2,3,26,54,60
No,6317,2277,4,2,32,42,69
No,5805,2565,1,2,32,35,72
No,8220,2301,2,3,26,41,85
Yes,4521,2371,3,3,9,48,93
Yes,3770,2572,3,3,20,41,77
No,6331,2503,2,2,25,43,77
No,7358,2798,3,2,42,43,82
No,5858,2094,3,3,29,40,58
No,4022,2534,3,4,38,48,65
No,8681,2160,4,4,36,37,69
No,5030,2353,2,4,33,40,67
No,7188,2277,2,3,31,37,64
No,6129,2372,2,4,26,40,83
No,7051,2407,4,3,32,31,66
No,6098,2237,2,3,16,33,71
No,5924,2104,4,3,34,48,72
No,6766,2606,4,2,33,46,89
No,6312,2272,4,2,8,36,81
No,4761,1929,2,3,26,43,67
No,5512,3031,3,2,39,41,87
No,7827,2138,3,3,36,37,72
No,4683,2590,2,3,28,44,68
No,7245,2568,5,4,39,38,80
Yes,2877,2489,5,4,4,37,79
Yes,4570,2515,3,3,4,51,76
No,6040,1990,3,4,32,35,94
No,6642,1998,4,3,37,44,70
Yes,4812,2259,3,3,20,36,96
No,7794,2714,4,4,16,33,86
No,7373,2280,4,3,42,41,73
No,6067,1428,4,4,28,40,59
No,3821,2496,4,1,23,39,66
Yes,5901,2649,4,3,4,46,82
No,7810,1959,2,3,25,33,79
Yes,5444,2475,3,3,26,49,73
No,6822,2024,1,3,7,39,66
No,6392,2396,1,3,14,31,70
No,8651,2225,4,4,38,38,67
No,4772,2426,2,4,47,41,69
No,3624,1969,4,2,18,32,63
No,7506,2302,4,2,12,33,84
No,7033,2061,3,3,30,36,69
No,4267,2403,2,3,29,42,75
No,2227,2482,3,2,29,38,68
No,4630,2189,2,2,30,40,73
No,7757,2347,4,3,30,40,84
No,6639,2063,3,4,13,43,75
No,7469,2475,3,3,56,31,48
Yes,5926,2650,2,2,10,41,65
No,5537,2640,4,3,29,45,69
No,7785,1948,4,2,13,38,70
No,5070,2182,3,3,35,43,73
No,6590,2420,3,2,17,50,75
No,5847,2471,3,4,48,36,62
No,8392,2315,5,3,24,36,64
No,4344,2143,3,3,32,43,70
No,3207,2093,1,3,30,33,72
No,4128,2495,3,1,31,44,72
No,6833,2627,3,3,32,38,80
No,8619,1946,4,2,13,45,83
No,7959,2119,4,4,10,37,81
No,7256,2582,3,3,24,43,69
No,8605,2958,4,2,28,40,93
No,7339,2369,4,3,26,37,87
No,5673,2082,5,2,20,43,67
No,5230,2102,3,4,25,37,76
No,5541,2765,3,3,30,34,76
No,9163,2594,4,4,25,38,64
No,7798,2450,3,2,20,37,65
No,5623,2325,5,3,23,37,55
Yes,2554,2364,3,4,17,34,76
Yes,3467,2551,3,2,16,44,77
No,6791,2077,4,3,43,44,71
No,5686,2373,3,2,43,37,67
No,5249,2609,4,2,30,37,66
No,8078,2530,2,3,21,44,74
No,5844,2568,4,4,21,33,88
No,6015,2459,4,3,24,43,82
Yes,4754,2570,3,3,13,42,71
No,5936,1958,4,4,28,46,63
No,5545,2727,3,4,16,49,75
No,6241,2332,5,3,25,40,74
No,7577,2290,4,2,35,44,71
No,5702,2206,4,2,30,39,74
No,4841,1600,2,2,24,45,62
No,7574,2041,4,3,35,36,64
No,6548,1999,3,3,13,34,99
No,6449,2324,2,3,26,42,56
No,5745,2086,4,1,38,36,82
No,5022,2121,3,4,23,50,76
No,5553,2483,4,3,31,35,78
No,4791,1944,3,2,27,36,78
No,6011,2020,4,2,29,45,81
No,8559,2060,2,2,17,36,64
No,7315,2156,1,3,16,40,60
No,6474,2595,3,3,34,42,81
No,4784,2198,2,3,39,42,76
No,5846,2752,2,3,17,36,80
No,7350,2258,3,2,30,30,85
No,8946,2216,2,3,23,41,78
No,3575,2163,4,1,26,49,87
No,7423,2588,4,3,18,35,78
Yes,3797,2344,4,3,12,45,82
No,5625,2795,2,3,34,37,69
No,2345,2472,2,3,31,46,63
No,5713,2145,5,1,38,43,79
No,4860,2691,5,4,30,42,54
No,4779,1931,2,3,31,34,85
No,6235,1869,2,4,45,49,52
No,8558,2792,5,4,21,43,58
No,7653,2457,2,3,19,38,65
No,5059,2750,3,3,30,39,80
No,6338,2450,5,2,15,39,84
No,5573,2349,3,3,20,37,77
No,6268,3179,0,4,37,40,76
No,5279,2221,4,3,22,46,70
No,9077,1693,4,2,37,40,68
No,6994,1802,1,3,13,34,86
No,6210,2390,3,2,20,44,89
No,7098,1633,3,3,22,39,68
Yes,2966,2099,3,3,30,35,93
No,5891,2369,3,3,26,37,70
No,7413,2082,2,3,15,48,65
No,4727,2481,3,3,14,41,84
No,7658,2532,2,3,31,34,71
Yes,3503,2184,5,3,23,38,73
No,9744,2635,4,4,22,35,82
No,5554,2576,2,3,35,40,82
No,4398,2234,3,4,37,39,80
No,7865,2340,2,3,36,34,87
Yes,3910,2469,3,3,20,44,78
No,4580,2234,3,3,30,52,72
No,4731,2537,3,3,39,39,50
No,5276,2186,3,3,37,46,77
No,3691,1999,4,4,38,41,89
No,8368,1650,4,2,41,32,80
No,7939,1852,3,2,11,34,84
No,4535,2330,3,4,23,38,72
No,4410,2009,3,3,24,33,70
No,7166,2398,3,1,33,37,77
No,4653,2317,4,3,22,49,72
No,6138,2333,3,4,23,45,65
No,6446,2147,4,3,26,33,93
No,10007,2130,4,3,22,43,83
No,6320,1972,3,3,26,35,89
No,8447,2480,3,3,23,48,88
No,6496,2433,3,4,3,43,84
No,5154,2886,4,3,37,41,70
Yes,3840,2266,3,4,2,44,80
No,5274,2200,1,3,30,44,73
No,5078,2401,3,2,18,31,59
Yes,4211,2625,3,3,21,48,74
No,5740,2213,4,2,17,40,72
No,4393,2517,4,2,37,35,82
No,5500,2350,3,3,16,41,84
No,8484,1732,3,3,29,32,74
Yes,5284,2510,4,3,17,38,73
No,7273,2904,3,2,23,42,73
Yes,3933,2339,3,3,10,35,74
No,7488,1957,3,3,23,46,64
No,5201,2163,3,3,38,44,65
No,6466,2347,3,2,6,47,64
No,3421,2481,4,3,28,36,55
No,4752,1933,2,2,33,38,50
No,4102,2132,3,4,38,31,74
No,8156,2330,4,3,17,47,70
No,6060,2159,4,3,41,36,89
No,4366,2219,3,4,17,48,51
No,4905,2260,2,2,35,37,81
No,5131,2388,4,2,36,34,78
No,9898,2286,2,4,40,32,72
No,5001,2143,2,4,35,40,68
No,7606,2190,3,4,28,39,81
No,5514,2133,3,4,30,42,59
No,7212,2069,4,3,16,48,78
No,5498,2004,3,3,26,50,86
No,6022,2476,3,2,25,36,88
Yes,5214,2643,3,2,12,32,86
No,8182,1988,4,3,30,32,83
Yes,5291,2636,2,3,18,36,83
No,4184,2287,3,3,24,46,66
No,4506,2427,2,3,30,35,74
No,5312,2642,5,2,36,42,95
No,5983,2233,3,3,22,35,72
No,7293,2102,2,4,23,41,74
Yes,4427,2346,4,3,16,43,76
No,8126,2144,1,4,28,42,70
No,5899,1989,4,4,33,37,81
No,8088,2354,2,3,40,30,70
Yes,5345,2265,5,4,15,40,62
No,7587,2604,3,3,12,32,78
No,8866,2340,3,2,27,47,66
No,7313,2292,4,2,12,43,86
No,4767,2817,2,3,28,37,83
No,7722,2432,2,3,29,39,85
No,5024,2155,2,3,34,47,68
No,6834,2219,2,4,23,41,60
No,3627,2534,2,2,27,33,72
Yes,5423,2714,3,3,5,39,87
No,4684,2332,3,3,20,45,74
No,4927,2607,4,4,32,39,66
No,8597,2413,4,3,20,40,59
No,6461,2290,3,4,21,38,76
No,6004,2352,3,3,23,42,75
No,7123,2136,3,2,25,34,85
No,4823,2321,2,4,26,44,78
No,6717,2144,3,3,21,33,67
No,7958,2459,3,3,8,34,80
No,5041,1711,2,3,52,39,87
No,6577,2150,3,3,24,39,89
No,6908,2474,2,4,36,42,70
No,7361,2544,2,3,13,42,62
No,3274,2247,2,3,45,44,72
No,5049,2577,3,3,32,40,79
No,3398,2499,3,2,31,43,67
Yes,5160,2847,4,4,23,34,90
No,8322,2643,3,3,24,35,82
No,5671,2448,3,4,31,43,62
No,4222,1934,3,4,30,40,59
No,8192,2402,3,5,20,44,80
No,4644,2182,4,3,12,37,98
No,7186,2005,1,3,17,43,81
No,7062,1945,3,3,42,35,70
No,6763,2931,2,3,24,47,91
No,7157,2742,3,2,22,39,67
No,7243,2474,3,3,21,38,62
No,6665,2307,2,4,42,33,81
No,4421,2377,3,3,27,39,62
No,6763,2347,3,3,12,40,74
No,6696,2337,4,4,39,42,66
No,7517,1960,3,3,27,36,82
No,7229,2228,4,3,23,36,78
No,4626,2588,3,1,47,43,77
No,6766,2698,5,4,19,35,81
No,5101,1934,2,3,23,29,81
No,8263,2610,3,3,26,45,78
No,5490,2110,2,3,24,37,97
No,5165,2190,4,3,38,44,66
Yes,5520,2330,4,4,12,47,78
No,5533,1935,1,3,30,51,100
No,5528,2374,2,3,37,44,74
No,5832,2083,3,2,36,41,73
No,8105,2366,3,3,45,39,82
Yes,4381,2011,3,3,10,40,70
No,6919,2156,3,4,38,47,73
No,4754,2446,4,4,21,34,65
No,7256,2357,2,3,7,40,66
No,8012,2266,3,3,25,47,74
No,7868,2418,3,3,38,37,73
No,5596,2476,3,4,32,38,64
No,2586,1980,2,2,25,40,84
No,6643,2428,3,4,29,32,50
No,7184,1836,3,3,12,45,74
No,7909,1688,3,4,18,47,94
No,5290,1800,2,2,39,28,63
No,5842,2639,4,3,33,49,85
No,6297,2395,5,3,31,32,83
No,7048,2429,4,4,23,33,90
No,9287,2326,4,3,26,44,88
No,7220,2483,4,2,34,48,77
No,4481,2006,2,4,39,37,83
No,5659,2833,2,3,23,45,81
No,3763,2520,5,1,35,45,72
No,6546,2017,3,2,35,37,70
No,5269,2654,4,3,12,43,62
No,5449,2695,2,4,25,44,78
No,4075,1811,5,3,34,40,71
No,6711,2376,4,4,27,43,84
No,5129,2033,4,4,20,42,77
Yes,7516,2563,4,3,1,39,82
No,6151,2077,2,3,16,39,67
No,4931,2495,3,3,36,45,79
Yes,3653,2485,3,3,19,44,74
No,7871,2730,3,2,18,40,63
No,7633,2302,3,3,33,43,71
No,7472,2623,3,3,27,36,85
No,6095,2453,3,4,37,36,77
No,4494,2044,2,3,3,43,69
No,7175,2591,2,2,39,47,106
No,6749,2174,5,1,46,41,72
No,4927,2468,4,3,29,31,82
No,8485,2467,4,3,36,41,50
No,6369,2049,2,3,31,42,77
No,6516,2061,4,3,39,38,71
No,6174,1789,4,3,24,38,76
No,5198,2112,3,2,15,38,80
No,5311,1959,3,2,29,36,95
No,8545,2304,0,3,31,41,79
No,6639,2678,4,5,29,36,57
Yes,3092,2826,3,1,11,44,73
No,6564,2050,2,4,27,32,91
No,4374,2530,3,4,43,34,78
No,6280,2975,2,2,11,39,45
No,5602,2618,4,3,20,41,70
No,7260,2330,3,3,34,45,63
No,4547,2475,4,2,18,45,66
No,6982,1586,3,3,36,35,80
No,4614,2175,4,2,41,42,78
No,7245,2541,2,3,14,44,73
No,5779,2288,3,4,22,33,87
No,5902,2217,2,2,51,41,89
No,7930,2304,2,4,8,37,81
No,7339,2355,1,2,11,32,86
No,5191,1773,5,1,33,43,84
No,8086,2477,3,3,39,37,75
No,4185,2439,2,3,38,36,55
No,4143,2177,4,3,16,35,79
No,8748,2036,2,3,18,42,75
No,5092,2050,2,2,16,43,81
No,6279,2276,1,2,25,41,76
No,6779,1757,2,4,25,44,82
No,4821,2059,5,2,22,34,69
Yes,3641,1981,3,3,0,41,87
No,5915,2283,3,3,31,39,83
No,5809,2185,5,4,22,40,71
No,4820,2361,3,3,20,37,89
No,8140,2052,1,3,17,44,99
No,4941,2608,2,2,32,45,83
No,5739,2241,2,2,22,37,72
No,8967,2500,3,2,21,39,77
No,4588,1830,3,3,36,33,76
No,6388,1755,3,3,1,45,67
No,4071,2331,2,3,27,38,75
No,3870,2040,1,4,32,40,77
No,3814,2925,3,3,26,35,67
No,7088,2749,2,3,37,47,72
No,6703,1736,3,3,12,46,75
No,6912,1876,2,3,23,29,81
No,5449,2113,3,2,22,37,70
No,5148,2554,3,2,40,30,80
No,6575,1885,3,3,10,45,91
No,5388,2203,2,4,12,49,82
No,8544,1854,5,3,27,43,84
Yes,3432,2505,6,2,15,32,73
No,4693,2036,3,3,33,39,72
Yes,3945,2764,3,3,12,37,75
No,6434,2250,3,3,36,33,61
No,4711,2209,2,3,9,38,74
No,5587,1828,3,2,39,42,54
No,6091,2454,4,3,43,43,82
No,4926,2451,4,3,45,49,70
No,10138,2060,5,3,37,39,72
No,5670,2470,2,3,44,32,81
No,5996,2485,3,2,40,33,63
No,7493,2579,3,4,31,29,69
No,6749,2579,4,3,17,35,86
No,4171,2307,4,3,54,42,68
No,6527,2255,4,3,31,44,64
No,8862,2387,3,3,30,40,66
No,6627,2283,2,4,34,50,75
No,4929,2597,4,4,30,43,81
No,7593,2534,2,3,20,42,68
No,6873,2319,3,4,32,37,87
No,5940,2220,3,4,29,39,57
Yes,5844,2718,3,4,6,39,73
No,7503,2513,2,1,44,36,76
Yes,4333,1972,4,3,16,41,94
No,6300,2326,2,2,28,25,50
No,5870,2314,4,3,25,36,95
No,3876,2655,3,4,33,32,75
No,1716,2358,3,3,38,38,75
Yes,6764,2458,1,3,-2,36,86
No,7182,1845,4,3,15,35,71
No,5743,2088,4,3,38,36,85
Yes,5867,2777,3,2,15,48,90
No,8720,2239,5,4,27,41,71
No,9958,2374,2,3,35,38,66
No,4933,2312,4,3,40,37,78
No,6312,2412,4,3,37,41,78
No,7092,1510,1,2,35,44,69
No,7174,2024,4,3,34,44,68
No,7314,2249,3,4,25,45,87
No,6305,2242,2,4,24,42,57
No,6648,2413,4,4,33,44,81
No,4672,2305,5,3,39,33,73
No,4824,1827,4,3,35,32,73
No,6661,2195,3,3,27,53,66
No,5075,2431,2,3,25,39,65
No,5944,2445,3,2,39,35,78
No,5749,2364,3,3,26,51,56
No,6495,2081,1,3,17,39,66
No,6624,2574,3,3,30,44,85
No,3615,2570,2,2,39,36,69
No,8736,2678,3,3,23,43,79
Yes,4542,1768,1,3,3,37,72
No,7231,2385,2,4,27,50,74
No,6937,3222,5,4,8,37,69
No,6552,2220,3,3,25,35,74
No,5213,2438,3,4,32,33,71
No,5908,1863,3,3,28,42,62
No,3692,2799,2,3,27,41,71
No,3767,1979,5,3,28,33,59
No,6483,2439,3,3,27,41,79
No,6032,2226,4,1,24,42,84
No,7658,2640,3,3,38,39,61
No,4486,1668,4,3,24,39,77
No,5159,2010,1,3,27,45,78
No,5866,1881,4,3,33,36,61
No,5549,2163,3,3,28,36,67
No,3496,2431,3,3,32,37,63
No,3993,2098,1,2,29,34,99
No,5612,2277,4,2,36,41,76
No,7406,2246,2,4,37,36,73
No,7741,2049,3,2,25,42,72
No,5154,2521,3,3,24,52,56
No,3849,2389,4,3,28,44,85
No,8032,2386,3,3,19,44,81
No,6677,1957,3,3,40,33,73
Yes,5781,1803,3,3,2,38,79
No,7440,2081,3,3,23,36,71
No,6274,2119,3,3,21,31,66
No,6282,2573,4,2,27,38,67
No,8362,2585,3,3,14,34,71
No,4057,2722,2,2,26,30,70
No,5835,2275,4,3,30,38,96
No,6854,2934,5,4,29,45,66
No,4598,2288,2,3,23,40,84
No,5545,2872,2,3,51,42,68
No,7054,2516,4,2,18,41,94
No,5137,2467,4,4,29,41,62
No,5222,2452,3,2,24,39,60
No,5606,2426,5,3,22,27,76
No,9824,2308,3,3,24,39,77
No,6184,2195,2,3,31,37,76
No,7455,2305,1,3,19,43,67
No,4182,2627,2,3,15,41,68
No,7637,2255,4,4,24,51,81
No,5446,2008,3,2,49,36,68
No,8013,2146,1,3,37,26,61
No,4315,2061,3,3,40,40,79
No,6092,2581,4,3,33,30,71
Yes,3515,2395,2,2,24,46,81
No,6294,2626,1,3,36,29,73
No,4806,2452,4,4,31,33,69
No,9377,2321,5,3,26,36,64
No,5802,2564,6,3,42,36,83
No,6821,2825,2,3,11,37,72
No,8202,2249,6,3,27,39,71
No,6497,1971,4,3,25,39,71
No,7101,2392,2,4,17,40,93
No,6597,2870,2,2,32,44,90
No,7432,2115,1,3,36,40,70
No,3632,2409,2,2,21,40,71
No,8042,2619,2,2,22,38,84
No,7687,2251,3,3,22,41,83
No,4879,2675,3,2,32,42,74
Yes,7337,2889,5,5,5,49,71
No,6753,2401,2,4,21,36,82
No,7665,2639,4,3,25,38,69
No,6723,2215,3,2,15,37,90
No,6318,1919,1,2,15,43,73
No,6536,2303,1,4,24,39,63
No,7207,2305,4,3,23,39,66
No,6571,2149,3,2,13,40,61
No,4424,2548,3,2,25,43,61
No,7534,2451,2,3,52,36,62
No,6131,2296,5,3,31,34,67
No,7496,2396,4,4,53,38,72
No,6073,2476,1,4,41,45,48
No,7715,2086,2,3,26,34,93
Yes,5527,2089,5,3,12,35,90
No,6306,2486,4,3,33,38,82
No,2181,2020,4,3,20,38,56
Yes,4808,2295,4,3,27,42,99
No,5752,2043,3,3,29,35,92
No,5379,2355,4,3,39,39,84
No,3906,2691,4,3,22,36,76
No,8340,2201,2,3,14,43,80
No,4727,2221,5,5,16,31,60
No,5993,2784,3,2,27,44,77
No,6373,2709,4,2,30,35,74
No,6840,2038,3,4,41,42,81
No,4430,2076,4,4,30,36,83
No,6784,2569,1,4,42,37,81
No,7034,2891,4,2,28,39,75
No,6798,2328,2,5,37,40,76
No,6285,2631,4,3,48,36,79
No,3920,2542,3,3,25,33,71
Yes,2558,2085,1,3,23,42,86
No,8785,3000,4,4,20,42,62
Yes,2980,2085,3,4,20,38,80
No,6562,2499,1,2,33,32,59
No,6928,2121,3,2,22,42,71
No,2879,2054,5,4,39,32,80
No,4963,2588,3,3,30,39,66
No,7341,2095,1,4,31,44,86
Yes,5171,2534,3,5,18,51,64
No,7532,1588,3,3,30,45,76
No,4374,2390,2,2,16,44,72
Yes,3906,2248,4,3,27,44,84
No,8446,2045,3,4,24,37,74
No,6204,2600,2,3,28,45,81
No,6956,2611,2,2,45,41,80
No,7540,3062,3,3,29,37,77
No,5365,2350,1,3,19,35,93
No,6553,2066,1,2,14,36,52
No,6573,2306,3,2,47,36,84
Yes,4116,2483,2,4,24,34,86
No,7391,2084,3,4,11,37,68
No,5231,1891,2,3,13,47,76
No,6025,2199,5,2,9,41,65
No,7553,2258,2,3,29,42,95
No,8280,2343,4,3,23,40,52
No,4008,2625,1,2,28,38,79
Yes,2232,2142,4,4,21,43,95
No,7041,2024,5,2,57,46,77
No,7578,2396,4,4,38,38,91
No,3852,2451,4,2,43,41,76
No,7503,1458,3,4,35,42,86
No,5613,2426,3,3,37,45,88
No,4824,2357,4,2,39,39,74
No,4209,2121,5,3,25,27,65
No,7136,2320,1,3,26,42,76
No,8430,2603,3,3,24,40,78
No,5954,2399,3,2,30,43,74
No,5624,2020,5,3,42,34,79
No,8267,1781,3,3,41,36,77
No,7160,1908,3,3,11,38,76
No,4362,2173,3,3,37,40,88
No,6338,2068,2,3,18,43,84
No,5499,2052,2,3,44,41,72
No,6976,2545,4,3,34,41,69
No,5089,1898,4,4,31,40,58
No,5001,2684,2,3,30,38,72
No,4615,2095,3,3,10,45,70
No,5500,2144,2,2,39,39,61
No,8311,2534,3,3,21,47,72
No,5470,2697,4,2,25,35,75
No,5961,2043,3,2,12,43,74
No,4799,2267,2,2,32,44,58
No,8359,2616,2,2,31,36,82
No,7109,2007,3,4,12,46,60
No,3985,2134,3,4,45,37,70
No,4095,2008,4,4,35,41,62
No,6261,1771,2,2,17,31,67
No,4535,2393,3,3,35,38,61
No,3715,2489,3,2,39,40,67
No,7570,2268,3,3,30,39,76
Yes,2544,2377,4,3,15,38,75
No,5306,2677,3,2,25,40,73
No,5729,2190,3,4,27,41,76
No,5013,2136,5,4,43,34,74
Yes,3052,1913,4,4,17,47,81
No,3709,2653,3,4,41,39,78
No,6833,2456,4,2,21,38,72
No,6246,2469,3,4,30,34,76
No,7579,1865,2,3,29,38,84
No,4930,1999,3,4,24,31,85
No,6083,1560,5,4,17,39,79
No,8043,2229,3,3,37,37,70
Yes,3781,2288,4,3,20,48,74
No,5066,2317,3,4,27,33,66
No,6180,2068,4,3,21,42,67
No,5799,2160,4,3,32,38,68
No,6133,2250,4,3,28,27,64
No,7417,2876,3,2,14,38,87
No,5363,2391,3,3,58,39,61
No,4312,2284,2,4,31,41,66
No,4023,2610,3,1,25,48,71
No,7864,2045,3,3,36,34,65
No,6623,2000,1,3,3,35,87
No,6041,2913,2,3,23,43,72
No,5054,1968,3,3,40,36,71
No,5023,1863,4,3,43,34,88
No,6622,2318,5,3,29,40,71
No,6438,2004,4,3,29,43,71
No,6548,2093,4,3,14,45,83
No,7170,2201,2,1,34,36,67
No,8099,2270,3,3,22,35,75
No,6021,2267,3,3,18,35,98
No,6241,2104,2,3,48,31,66
No,5970,2263,4,2,41,41,70
Yes,4303,2370,4,4,21,34,68
No,6228,2080,3,4,36,33,75
No,5056,2687,4,2,32,39,71
No,4632,2385,1,4,28,37,81
No,5783,2205,2,3,20,38,61
No,7193,2503,1,3,38,41,97
No,4881,1869,3,3,22,44,82
No,4202,1960,3,3,30,35,97
No,6638,1501,3,3,32,37,77
No,5900,2364,2,4,12,47,81
No,4809,1905,4,3,16,48,73
No,4996,2119,4,3,32,33,83
No,5379,2123,3,4,51,31,70
No,5539,2675,4,3,28,41,69
No,4983,2129,2,3,33,27,64
No,6665,2417,2,3,43,46,87
No,3978,2152,4,3,28,35,84
No,6300,1802,3,4,19,39,69
No,5122,2218,3,4,39,37,73
No,7132,2673,1,4,28,40,71
No,6851,2215,4,3,30,34,80
No,7467,2262,3,3,14,44,81
No,4295,2290,1,2,31,40,77
No,7570,2289,2,3,22,53,65
No,4308,2307,2,3,27,39,71
No,6362,2374,3,3,30,42,85
No,6021,2568,5,3,23,39,70
No,4496,1783,1,3,24,40,65
No,5960,2446,3,4,25,44,65
No,6679,2706,4,3,41,41,77
No,6223,1853,3,3,30,40,85
