Purchased,Discount,DaytoTravel,NoOfPassange,TravelTime,DOW,TimeOfDay,FreFlyer,ReturnTicket
No,27,44,6,4,Wednesday,Forenoon,No,No
YES,21,48,17,5,Sunday,Overnight,No,Yes
YES,20,57,19,4,Monday,Early Morning,Yes,No
YES,34,37,14,1,Sunday,Overnight,No,Yes
YES,18,69,18,3,Thursday,Afternoon,No,No
No,23,43,19,8,Saturday,Evening,No,Yes
YES,18,40,8,7,Thursday,Afternoon,No,No
YES,26,64,11,9,Monday,Early Morning,Yes,No
No,26,33,16,7,Tuesday,Morning,No,No
No,25,46,9,5,Saturday,Evening,No,No
YES,25,77,20,6,Sunday,Overnight,No,Yes
No,32,70,19,4,Saturday,Evening,No,No
No,18,64,19,6,Friday,Evening,No,No
No,24,89,13,1,Thursday,Afternoon,No,No
YES,23,40,19,8,Thursday,Afternoon,No,No
No,19,63,12,2,Thursday,Forenoon,No,No
YES,25,55,17,4,Friday,Afternoon,No,No
YES,24,39,14,5,Wednesday,Forenoon,No,No
No,33,50,15,3,Friday,Afternoon,No,No
YES,18,82,8,4,Tuesday,Morning,No,No
YES,23,54,10,3,Sunday,Overnight,No,Yes
No,24,29,12,8,Tuesday,Morning,No,No
No,18,47,20,2,Sunday,Overnight,No,Yes
No,28,57,9,7,Saturday,Evening,No,No
No,26,68,12,7,Saturday,Evening,No,Yes
YES,35,51,19,6,Monday,Early Morning,Yes,No
No,24,24,14,5,Tuesday,Early Morning,No,No
No,22,59,13,4,Thursday,Afternoon,No,No
YES,25,68,15,9,Monday,Early Morning,No,No
YES,18,38,15,7,Monday,Early Morning,Yes,No
YES,18,45,18,10,Saturday,Evening,No,No
YES,23,67,13,5,Friday,Afternoon,No,No
No,26,67,15,4,Tuesday,Morning,No,No
No,26,38,16,9,Saturday,Overnight,No,Yes
YES,26,39,13,4,Sunday,Overnight,No,Yes
YES,31,56,10,3,Thursday,Afternoon,No,No
YES,28,81,10,5,Wednesday,Forenoon,No,No
YES,26,81,17,3,Saturday,Evening,No,No
No,21,78,10,7,Saturday,Overnight,No,Yes
YES,21,79,18,10,Monday,Early Morning,No,No
YES,30,71,12,4,Saturday,Evening,No,No
YES,30,41,15,9,Thursday,Afternoon,No,No
No,15,80,9,5,Friday,Evening,No,No
YES,29,86,15,10,Monday,Early Morning,Yes,No
No,24,60,7,6,Tuesday,Morning,No,No
YES,31,25,15,4,Thursday,Forenoon,No,No
YES,31,72,16,6,Friday,Afternoon,No,No
YES,28,22,19,5,Friday,Afternoon,No,No
YES,23,65,18,1,Thursday,Afternoon,No,No
No,29,27,16,8,Tuesday,Morning,No,No
No,20,61,6,5,Thursday,Afternoon,No,No
No,31,80,7,2,Tuesday,Morning,No,No
YES,25,73,16,5,Thursday,Forenoon,No,No
YES,25,83,5,5,Monday,Early Morning,Yes,No
No,24,83,8,7,Thursday,Forenoon,No,No
YES,24,24,14,7,Tuesday,Early Morning,No,No
No,25,29,15,4,Saturday,Evening,No,No
YES,34,52,15,9,Saturday,Overnight,No,Yes
YES,24,57,9,10,Friday,Afternoon,No,No
YES,27,90,10,2,Friday,Evening,No,No
No,24,69,5,4,Wednesday,Forenoon,No,No
YES,22,67,7,10,Saturday,Evening,No,Yes
No,28,82,17,7,Tuesday,Morning,No,No
YES,30,66,9,2,Monday,Early Morning,Yes,No
YES,29,54,17,2,Thursday,Forenoon,No,No
No,25,33,17,8,Friday,Afternoon,No,No
YES,16,44,7,10,Thursday,Forenoon,No,No
YES,26,65,8,3,Monday,Early Morning,Yes,No
No,28,52,13,7,Thursday,Afternoon,No,No
No,17,71,13,5,Thursday,Afternoon,No,No
YES,25,31,16,1,Friday,Afternoon,No,No
YES,30,85,13,8,Friday,Afternoon,No,No
No,26,87,11,10,Sunday,Overnight,No,Yes
YES,27,46,18,2,Thursday,Forenoon,No,No
YES,14,86,10,5,Monday,Early Morning,Yes,No
YES,16,38,18,5,Friday,Afternoon,No,No
YES,20,72,13,4,Tuesday,Morning,No,No
YES,16,22,15,6,Wednesday,Forenoon,No,No
No,36,57,14,10,Wednesday,Morning,No,No
YES,21,29,5,8,Saturday,Evening,No,No
YES,31,37,18,2,Sunday,Overnight,No,Yes
YES,26,86,9,1,Thursday,Forenoon,No,No
No,27,86,14,3,Wednesday,Forenoon,No,No
No,22,78,15,9,Wednesday,Forenoon,No,No
YES,19,44,14,10,Thursday,Afternoon,No,No
No,21,44,20,5,Wednesday,Forenoon,No,No
YES,18,36,6,9,Sunday,Overnight,No,Yes
YES,25,22,13,7,Sunday,Overnight,No,Yes
YES,16,78,19,9,Tuesday,Morning,No,No
No,26,69,18,5,Wednesday,Forenoon,No,No
No,20,76,11,7,Friday,Afternoon,No,No
No,19,59,12,1,Friday,Afternoon,No,No
YES,21,43,14,8,Friday,Afternoon,No,No
YES,14,59,11,1,Thursday,Afternoon,No,No
YES,32,77,18,5,Friday,Afternoon,No,No
YES,25,39,20,5,Monday,Early Morning,Yes,No
YES,18,35,10,4,Saturday,Evening,No,No
YES,36,80,20,9,Friday,Evening,No,No
No,22,81,11,2,Friday,Afternoon,No,No
YES,24,59,11,8,Monday,Early Morning,No,No
YES,26,32,17,5,Monday,Early Morning,No,No
YES,33,39,11,4,Monday,Early Morning,No,No
No,38,64,5,3,Thursday,Afternoon,No,No
YES,27,83,17,8,Monday,Early Morning,Yes,No
YES,22,41,19,3,Sunday,Overnight,No,Yes
YES,29,28,14,6,Wednesday,Forenoon,No,No
No,22,39,10,2,Tuesday,Morning,No,No
YES,18,87,16,7,Wednesday,Forenoon,No,No
YES,23,25,14,2,Thursday,Afternoon,No,No
No,26,35,15,4,Wednesday,Morning,No,No
YES,23,30,13,8,Thursday,Forenoon,No,No
YES,11,89,11,7,Monday,Early Morning,No,No
YES,25,53,8,9,Monday,Early Morning,Yes,No
No,25,65,5,9,Wednesday,Morning,No,No
YES,34,64,11,9,Monday,Early Morning,Yes,No
No,29,54,18,3,Monday,Early Morning,Yes,No
No,17,28,16,7,Sunday,Overnight,No,Yes
YES,25,29,17,1,Monday,Early Morning,Yes,No
YES,30,87,14,5,Sunday,Overnight,No,Yes
No,34,79,14,9,Wednesday,Forenoon,No,No
No,20,68,6,9,Tuesday,Morning,No,No
No,26,33,14,7,Friday,Evening,No,No
No,15,54,12,3,Thursday,Forenoon,No,No
No,33,34,16,2,Wednesday,Forenoon,No,No
No,26,24,8,8,Sunday,Overnight,No,Yes
No,20,52,11,5,Wednesday,Morning,No,No
YES,22,64,9,2,Saturday,Evening,No,No
No,23,55,7,3,Thursday,Afternoon,No,No
No,25,84,11,5,Saturday,Evening,No,Yes
YES,19,89,9,9,Saturday,Evening,No,No
No,19,49,10,9,Thursday,Afternoon,No,No
YES,24,36,8,4,Saturday,Evening,No,No
YES,27,41,11,1,Thursday,Afternoon,No,No
No,27,50,16,4,Saturday,Overnight,No,Yes
YES,17,29,18,7,Saturday,Evening,No,Yes
YES,25,33,18,9,Monday,Early Morning,No,No
No,24,88,7,3,Tuesday,Morning,No,No
No,26,40,8,6,Tuesday,Morning,No,No
YES,29,41,12,8,Tuesday,Morning,No,No
YES,25,29,18,8,Sunday,Overnight,No,Yes
YES,26,72,7,6,Saturday,Evening,No,No
No,18,53,18,6,Thursday,Afternoon,No,No
YES,31,33,10,8,Monday,Early Morning,Yes,No
No,29,31,18,7,Tuesday,Morning,No,No
YES,27,55,7,9,Monday,Early Morning,Yes,No
YES,15,54,19,7,Tuesday,Morning,No,No
YES,31,65,6,8,Tuesday,Morning,No,No
No,19,82,17,9,Friday,Afternoon,No,No
YES,24,89,6,6,Sunday,Overnight,No,Yes
YES,21,58,20,9,Friday,Afternoon,No,No
YES,22,49,9,2,Saturday,Evening,No,Yes
No,30,90,18,4,Tuesday,Early Morning,No,No
No,25,23,19,3,Friday,Evening,No,No
No,28,23,11,9,Sunday,Overnight,No,Yes
No,20,48,13,9,Friday,Afternoon,No,No
YES,21,38,5,9,Saturday,Evening,No,No
YES,23,49,12,10,Tuesday,Morning,No,No
No,29,28,12,9,Friday,Afternoon,No,No
YES,31,80,6,1,Sunday,Overnight,No,Yes
YES,24,48,15,3,Saturday,Evening,No,No
No,17,41,16,9,Tuesday,Early Morning,No,No
YES,26,22,16,3,Friday,Afternoon,No,No
YES,27,41,20,4,Saturday,Evening,No,No
No,17,38,17,9,Saturday,Evening,No,Yes
No,29,73,11,7,Friday,Evening,No,No
No,32,52,17,7,Saturday,Evening,No,Yes
YES,29,42,20,1,Monday,Early Morning,Yes,No
No,17,27,20,1,Sunday,Overnight,No,Yes
No,22,29,14,2,Tuesday,Morning,No,No
YES,32,58,13,9,Saturday,Evening,No,No
No,27,61,16,4,Saturday,Evening,No,No
YES,34,63,20,2,Monday,Early Morning,No,No
No,28,21,13,2,Wednesday,Forenoon,No,No
No,35,32,16,3,Thursday,Forenoon,No,No
YES,28,21,13,2,Friday,Afternoon,No,No
YES,23,50,15,2,Friday,Afternoon,No,No
YES,18,47,10,3,Tuesday,Morning,No,No
YES,19,73,19,6,Wednesday,Morning,No,No
YES,22,58,19,4,Monday,Early Morning,No,No
YES,28,64,12,10,Monday,Early Morning,Yes,No
No,28,28,9,4,Tuesday,Morning,No,No
YES,24,68,5,7,Wednesday,Forenoon,No,No
YES,16,78,18,5,Monday,Early Morning,Yes,No
YES,26,69,10,10,Thursday,Forenoon,No,No
No,27,79,18,7,Saturday,Evening,No,Yes
YES,23,52,11,6,Sunday,Overnight,No,Yes
YES,29,88,13,8,Thursday,Afternoon,No,No
YES,29,77,18,4,Saturday,Evening,No,No
YES,17,59,5,10,Monday,Early Morning,Yes,No
YES,36,28,18,6,Wednesday,Forenoon,No,No
No,24,82,11,1,Friday,Evening,No,No
YES,31,27,12,9,Sunday,Overnight,No,Yes
YES,18,53,10,8,Saturday,Evening,No,No
YES,19,49,13,6,Friday,Afternoon,No,No
No,24,88,20,3,Tuesday,Early Morning,No,No
YES,23,47,13,9,Saturday,Evening,No,Yes
No,22,22,5,6,Tuesday,Early Morning,No,No
YES,34,44,8,10,Sunday,Overnight,No,Yes
YES,17,53,10,7,Saturday,Evening,No,Yes
YES,23,89,19,1,Thursday,Forenoon,No,No
YES,32,68,14,6,Wednesday,Forenoon,No,No
No,26,22,14,8,Saturday,Evening,No,Yes
YES,25,79,13,2,Monday,Early Morning,Yes,No
YES,19,43,10,10,Friday,Afternoon,No,No
YES,32,38,16,2,Monday,Early Morning,Yes,No
No,15,51,17,2,Tuesday,Morning,No,No
YES,24,46,18,6,Sunday,Overnight,No,Yes
YES,26,23,16,5,Friday,Evening,No,No
No,15,44,18,4,Friday,Afternoon,No,No
No,18,59,12,6,Sunday,Overnight,No,Yes
YES,24,62,18,3,Sunday,Overnight,No,Yes
No,21,89,11,3,Saturday,Evening,No,No
No,26,85,19,3,Sunday,Overnight,No,Yes
YES,26,29,12,5,Sunday,Overnight,No,Yes
No,17,33,11,9,Wednesday,Morning,No,No
No,28,42,13,4,Tuesday,Morning,No,No
No,28,62,13,3,Wednesday,Forenoon,No,No
YES,33,53,19,4,Sunday,Overnight,No,Yes
YES,25,40,19,4,Saturday,Evening,No,No
No,26,34,11,3,Saturday,Evening,No,Yes
YES,24,87,7,6,Thursday,Afternoon,No,No
No,29,85,8,3,Saturday,Evening,No,No
YES,27,48,10,3,Thursday,Afternoon,No,No
YES,25,67,8,5,Monday,Early Morning,No,No
YES,17,32,15,10,Monday,Early Morning,No,No
No,34,46,16,10,Wednesday,Forenoon,No,No
No,22,59,15,9,Tuesday,Morning,No,No
No,11,65,11,7,Wednesday,Forenoon,No,No
YES,29,48,7,3,Tuesday,Morning,No,No
No,30,45,6,7,Thursday,Forenoon,No,No
No,17,48,13,5,Tuesday,Morning,No,No
No,27,50,11,4,Tuesday,Morning,No,No
YES,20,54,6,4,Tuesday,Morning,No,No
No,17,80,8,8,Wednesday,Morning,No,No
YES,22,40,6,5,Thursday,Forenoon,No,No
YES,34,41,8,6,Friday,Afternoon,No,No
No,25,49,9,5,Wednesday,Forenoon,No,No
No,27,59,14,9,Tuesday,Morning,No,No
No,31,56,19,2,Thursday,Forenoon,No,No
YES,25,31,19,5,Sunday,Overnight,No,Yes
No,22,48,5,4,Saturday,Evening,No,Yes
No,34,67,12,7,Thursday,Afternoon,No,No
No,24,22,17,5,Wednesday,Forenoon,No,No
YES,29,66,12,9,Sunday,Overnight,No,Yes
YES,23,69,13,8,Sunday,Overnight,No,Yes
No,25,87,9,2,Thursday,Afternoon,No,No
YES,26,87,15,9,Friday,Evening,No,No
YES,24,56,19,4,Saturday,Evening,No,No
No,21,39,19,2,Thursday,Forenoon,No,No
No,29,81,6,9,Sunday,Overnight,No,Yes
YES,17,28,15,9,Monday,Early Morning,Yes,No
No,24,30,12,9,Thursday,Forenoon,No,No
No,25,55,14,10,Thursday,Afternoon,No,No
YES,21,39,19,4,Friday,Afternoon,No,No
YES,17,22,5,2,Monday,Early Morning,No,No
No,33,63,14,2,Wednesday,Forenoon,No,No
YES,15,87,18,6,Friday,Afternoon,No,No
YES,33,38,15,6,Sunday,Overnight,No,Yes
YES,30,67,11,6,Thursday,Forenoon,No,No
YES,22,36,19,2,Friday,Afternoon,No,No
No,26,56,7,4,Wednesday,Forenoon,No,No
No,18,46,11,6,Wednesday,Morning,No,No
YES,19,77,9,3,Wednesday,Forenoon,No,No
YES,28,28,7,4,Sunday,Overnight,No,Yes
YES,26,78,14,9,Monday,Early Morning,Yes,No
No,23,49,18,2,Thursday,Afternoon,No,No
YES,26,64,10,2,Saturday,Evening,No,No
YES,27,87,17,9,Monday,Early Morning,Yes,No
YES,21,36,9,8,Friday,Afternoon,No,No
YES,21,38,10,2,Friday,Afternoon,No,No
No,23,50,10,5,Friday,Evening,No,No
No,23,77,14,2,Friday,Evening,No,No
YES,27,41,9,5,Thursday,Afternoon,No,No
YES,25,63,18,6,Tuesday,Morning,No,No
No,22,77,16,2,Tuesday,Morning,No,No
YES,32,35,11,3,Wednesday,Forenoon,No,No
No,32,80,19,4,Saturday,Overnight,No,Yes
YES,22,27,10,5,Monday,Early Morning,No,No
YES,26,67,12,4,Tuesday,Early Morning,No,No
YES,20,74,20,2,Saturday,Evening,No,No
YES,22,43,9,6,Thursday,Afternoon,No,No
No,28,73,17,4,Saturday,Evening,No,No
YES,20,34,9,2,Sunday,Overnight,No,Yes
YES,30,84,9,9,Friday,Evening,No,No
YES,22,73,13,7,Saturday,Evening,No,No
No,19,22,17,8,Thursday,Afternoon,No,No
YES,25,38,8,3,Monday,Early Morning,No,No
YES,21,59,8,8,Thursday,Forenoon,No,No
YES,24,53,11,2,Sunday,Overnight,No,Yes
YES,20,52,13,10,Monday,Early Morning,No,No
YES,14,56,9,7,Saturday,Evening,No,Yes
No,20,34,17,9,Sunday,Overnight,No,Yes
YES,24,56,13,4,Thursday,Afternoon,No,No
YES,21,22,19,4,Thursday,Forenoon,No,No
No,34,80,6,8,Tuesday,Morning,No,No
YES,18,56,12,3,Monday,Early Morning,No,No
YES,26,21,11,5,Monday,Early Morning,Yes,No
YES,18,61,10,4,Friday,Afternoon,No,No
No,25,39,17,6,Sunday,Overnight,No,Yes
YES,23,24,7,8,Friday,Afternoon,No,No
No,18,81,10,2,Wednesday,Forenoon,No,No
YES,33,76,8,4,Friday,Afternoon,No,No
No,21,33,7,8,Sunday,Overnight,No,Yes
YES,31,47,18,8,Sunday,Overnight,No,Yes
YES,21,90,7,9,Sunday,Overnight,No,Yes
YES,28,77,19,3,Wednesday,Forenoon,No,No
YES,25,50,19,4,Thursday,Afternoon,No,No
YES,26,58,20,5,Tuesday,Morning,No,No
YES,26,46,17,9,Tuesday,Morning,No,No
YES,23,41,7,4,Saturday,Evening,No,No
No,23,38,16,5,Thursday,Afternoon,No,No
No,25,70,19,3,Tuesday,Morning,No,No
YES,26,84,10,6,Wednesday,Morning,No,No
YES,24,25,8,5,Sunday,Overnight,No,Yes
YES,26,54,7,9,Sunday,Overnight,No,Yes
No,24,48,9,1,Tuesday,Morning,No,No
YES,25,84,9,9,Saturday,Evening,No,No
YES,25,44,13,2,Sunday,Overnight,No,Yes
YES,29,67,8,5,Tuesday,Morning,No,No
YES,25,44,16,2,Monday,Early Morning,No,No
No,15,48,12,5,Saturday,Evening,No,No
YES,27,28,6,3,Saturday,Evening,No,Yes
No,18,62,8,8,Friday,Evening,No,No
No,21,78,17,9,Wednesday,Forenoon,No,No
No,25,71,15,5,Thursday,Afternoon,No,No
No,18,79,15,10,Saturday,Evening,No,No
YES,20,68,14,3,Monday,Early Morning,Yes,No
YES,26,58,5,4,Saturday,Evening,No,Yes
YES,29,60,10,3,Thursday,Forenoon,No,No
YES,16,33,10,8,Thursday,Afternoon,No,No
YES,25,47,18,9,Friday,Afternoon,No,No
YES,35,87,6,1,Sunday,Overnight,No,Yes
YES,25,29,18,5,Friday,Afternoon,No,No
No,24,62,10,10,Sunday,Overnight,No,Yes
No,17,67,8,1,Tuesday,Morning,No,No
YES,20,49,13,6,Friday,Afternoon,No,No
YES,20,26,17,1,Monday,Early Morning,Yes,No
YES,25,36,16,10,Monday,Early Morning,Yes,No
No,24,82,17,4,Sunday,Overnight,No,Yes
No,17,46,8,8,Sunday,Overnight,No,Yes
YES,18,40,8,3,Monday,Early Morning,Yes,No
YES,27,63,13,8,Tuesday,Early Morning,No,No
YES,20,52,11,2,Tuesday,Early Morning,No,No
No,17,70,17,2,Thursday,Afternoon,No,No
YES,25,43,9,9,Friday,Afternoon,No,No
No,21,24,13,5,Thursday,Forenoon,No,No
YES,24,76,14,5,Sunday,Overnight,No,Yes
YES,25,82,13,6,Monday,Early Morning,No,No
No,24,39,15,2,Monday,Early Morning,Yes,No
YES,18,33,8,4,Tuesday,Morning,No,No
YES,29,49,8,1,Saturday,Evening,No,Yes
YES,28,59,14,9,Monday,Early Morning,Yes,No
YES,25,42,15,3,Wednesday,Morning,No,No
No,27,41,11,1,Tuesday,Morning,No,No
YES,24,47,9,2,Monday,Early Morning,Yes,No
YES,23,64,19,1,Thursday,Afternoon,No,No
YES,24,89,18,8,Saturday,Evening,No,Yes
No,34,64,11,4,Wednesday,Forenoon,No,No
No,27,71,6,2,Tuesday,Morning,No,No
YES,11,23,18,4,Sunday,Overnight,No,Yes
No,26,57,19,8,Thursday,Forenoon,No,No
No,21,87,17,2,Saturday,Evening,No,Yes
YES,31,74,5,3,Monday,Early Morning,Yes,No
YES,28,27,7,6,Tuesday,Morning,No,No
YES,24,32,5,8,Sunday,Overnight,No,Yes
YES,29,46,18,8,Sunday,Overnight,No,Yes
No,29,29,15,8,Tuesday,Morning,No,No
YES,31,63,6,9,Monday,Early Morning,Yes,No
YES,32,36,6,6,Thursday,Afternoon,No,No
YES,29,69,20,8,Sunday,Overnight,No,Yes
No,26,31,19,1,Friday,Afternoon,No,No
YES,28,43,14,4,Tuesday,Early Morning,No,No
No,24,68,6,2,Wednesday,Forenoon,No,No
YES,23,30,9,4,Monday,Early Morning,No,No
YES,29,36,8,4,Sunday,Overnight,No,Yes
No,13,42,8,8,Thursday,Forenoon,No,No
No,23,80,11,4,Sunday,Overnight,No,Yes
No,32,24,18,2,Friday,Afternoon,No,No
YES,22,68,12,2,Monday,Early Morning,No,No
YES,25,88,14,1,Saturday,Evening,No,No
No,25,28,16,6,Saturday,Evening,No,No
YES,28,29,6,7,Tuesday,Early Morning,No,No
YES,31,26,12,6,Thursday,Afternoon,No,No
YES,25,59,6,7,Monday,Early Morning,Yes,No
No,23,61,9,1,Tuesday,Morning,No,No
No,29,69,19,3,Wednesday,Forenoon,No,No
No,31,61,10,8,Thursday,Afternoon,No,No
YES,29,67,7,9,Thursday,Forenoon,No,No
YES,26,45,8,9,Monday,Early Morning,Yes,No
No,19,40,19,6,Thursday,Forenoon,No,No
YES,27,30,14,7,Monday,Early Morning,Yes,No
YES,24,56,15,3,Sunday,Overnight,No,Yes
No,18,65,10,9,Tuesday,Morning,No,No
YES,17,61,17,8,Friday,Afternoon,No,No
No,16,57,15,4,Friday,Evening,No,No
YES,28,31,12,6,Monday,Early Morning,Yes,No
No,29,83,17,10,Tuesday,Morning,No,No
YES,21,61,14,4,Monday,Early Morning,No,No
YES,25,78,17,6,Monday,Early Morning,No,No
YES,34,77,13,5,Monday,Early Morning,Yes,No
No,24,51,8,5,Tuesday,Morning,No,No
No,26,50,10,7,Tuesday,Morning,No,No
YES,22,46,8,8,Monday,Early Morning,Yes,No
YES,25,75,15,4,Sunday,Overnight,No,Yes
YES,25,54,10,4,Sunday,Overnight,No,Yes
YES,25,85,15,10,Saturday,Evening,No,No
YES,33,79,19,6,Monday,Early Morning,Yes,No
No,19,59,7,5,Friday,Afternoon,No,No
No,26,62,19,7,Tuesday,Morning,No,No
YES,26,75,17,4,Friday,Afternoon,No,No
No,32,68,20,5,Wednesday,Forenoon,No,No
No,33,29,20,1,Wednesday,Forenoon,No,No
No,30,51,19,5,Wednesday,Morning,No,No
No,20,36,11,1,Tuesday,Morning,No,No
No,30,63,5,5,Saturday,Evening,No,Yes
No,25,51,6,4,Sunday,Overnight,No,Yes
No,26,55,10,1,Tuesday,Morning,No,No
YES,22,43,14,8,Thursday,Afternoon,No,No
No,29,61,9,7,Tuesday,Morning,No,No
YES,27,30,6,7,Monday,Early Morning,No,No
YES,23,77,13,8,Monday,Early Morning,Yes,No
No,31,54,19,6,Tuesday,Morning,No,No
YES,25,72,16,2,Friday,Afternoon,No,No
YES,24,59,14,4,Tuesday,Morning,No,No
YES,26,63,15,5,Saturday,Evening,No,No
YES,23,25,19,10,Thursday,Forenoon,No,No
YES,22,47,15,4,Monday,Early Morning,No,No
YES,22,33,8,10,Monday,Early Morning,Yes,No
No,27,26,20,6,Thursday,Afternoon,No,No
No,27,34,11,9,Wednesday,Forenoon,No,No
YES,22,81,8,4,Sunday,Overnight,No,Yes
YES,23,51,10,5,Monday,Early Morning,No,No
YES,22,54,20,4,Saturday,Evening,No,No
YES,16,23,11,5,Saturday,Evening,No,Yes
YES,29,32,7,4,Monday,Early Morning,Yes,No
YES,24,79,14,9,Sunday,Overnight,No,Yes
No,18,33,19,3,Tuesday,Morning,No,No
YES,18,28,12,9,Thursday,Forenoon,No,No
No,24,49,14,7,Monday,Early Morning,No,No
No,29,78,6,7,Saturday,Evening,No,No
YES,26,82,10,4,Sunday,Overnight,No,Yes
No,29,23,15,9,Wednesday,Forenoon,No,No
YES,30,55,13,8,Saturday,Evening,No,No
No,21,81,10,9,Tuesday,Morning,No,No
YES,23,62,9,9,Wednesday,Forenoon,No,No
YES,18,22,19,7,Friday,Afternoon,No,No
No,24,48,17,1,Thursday,Afternoon,No,No
YES,13,42,15,5,Wednesday,Forenoon,No,No
YES,24,23,15,4,Monday,Early Morning,Yes,No
No,19,65,9,4,Saturday,Evening,No,No
YES,22,46,6,2,Monday,Early Morning,Yes,No
No,30,36,5,1,Saturday,Evening,No,No
YES,27,79,10,2,Monday,Early Morning,Yes,No
No,22,84,20,4,Wednesday,Morning,No,No
YES,29,70,8,9,Friday,Afternoon,No,No
No,28,65,6,7,Tuesday,Morning,No,No
YES,20,76,19,4,Thursday,Afternoon,No,No
YES,21,59,5,5,Friday,Afternoon,No,No
YES,34,46,5,8,Friday,Afternoon,No,No
No,24,31,19,9,Wednesday,Forenoon,No,No
YES,27,23,14,7,Thursday,Afternoon,No,No
YES,20,48,15,10,Sunday,Overnight,No,Yes
YES,17,49,11,2,Sunday,Overnight,No,Yes
YES,26,38,17,8,Saturday,Evening,No,No
YES,19,34,7,5,Monday,Early Morning,Yes,No
No,19,79,15,10,Saturday,Overnight,No,Yes
YES,27,27,11,4,Sunday,Overnight,No,Yes
YES,23,56,7,6,Monday,Early Morning,Yes,No
No,24,80,15,9,Wednesday,Forenoon,No,No
No,20,35,11,1,Friday,Afternoon,No,No
YES,26,80,16,4,Tuesday,Morning,No,No
No,31,69,7,6,Saturday,Evening,No,Yes
YES,19,34,12,1,Saturday,Evening,No,No
No,26,69,15,3,Thursday,Afternoon,No,No
YES,27,23,18,7,Friday,Afternoon,No,No
No,20,23,17,3,Friday,Afternoon,No,No
YES,19,21,6,1,Friday,Afternoon,No,No
YES,21,38,19,8,Monday,Early Morning,Yes,No
No,20,29,19,5,Saturday,Evening,No,Yes
YES,23,69,11,8,Sunday,Overnight,No,Yes
No,20,34,19,4,Tuesday,Morning,No,No
No,21,42,15,4,Sunday,Overnight,No,Yes
No,27,70,11,8,Friday,Afternoon,No,No
YES,30,41,20,2,Tuesday,Morning,No,No
No,33,39,16,6,Tuesday,Morning,No,No
YES,31,74,19,4,Thursday,Afternoon,No,No
YES,18,23,19,6,Thursday,Forenoon,No,No
No,16,36,14,7,Tuesday,Morning,No,No
YES,23,81,10,4,Saturday,Evening,No,No
No,27,49,19,6,Wednesday,Morning,No,No
No,21,61,9,4,Wednesday,Forenoon,No,No
No,29,72,19,4,Wednesday,Forenoon,No,No
No,21,62,18,5,Thursday,Forenoon,No,No
YES,25,70,17,4,Sunday,Overnight,No,Yes
YES,22,56,8,2,Thursday,Forenoon,No,No
YES,24,79,11,3,Sunday,Overnight,No,Yes
YES,29,86,15,8,Sunday,Overnight,No,Yes
No,31,59,13,5,Wednesday,Forenoon,No,No
YES,19,77,14,10,Monday,Early Morning,Yes,No
YES,23,65,18,9,Sunday,Overnight,No,Yes
No,24,28,7,3,Tuesday,Morning,No,No
YES,19,51,15,5,Thursday,Afternoon,No,No
YES,13,58,19,4,Friday,Afternoon,No,No
YES,22,72,16,5,Sunday,Overnight,No,Yes
YES,25,76,17,7,Thursday,Afternoon,No,No
No,25,45,18,7,Saturday,Evening,No,No
YES,23,30,10,7,Monday,Early Morning,Yes,No
YES,29,66,11,4,Thursday,Afternoon,No,No
YES,24,88,13,7,Thursday,Forenoon,No,No
YES,30,84,14,6,Monday,Early Morning,Yes,No
YES,21,69,20,3,Sunday,Overnight,No,Yes
No,18,39,19,8,Saturday,Evening,No,No
YES,19,88,7,8,Thursday,Forenoon,No,No
No,27,50,12,9,Tuesday,Morning,No,No
YES,25,49,5,2,Tuesday,Morning,No,No
No,22,89,12,1,Thursday,Afternoon,No,No
YES,20,87,11,6,Friday,Evening,No,No
No,32,89,19,2,Wednesday,Morning,No,No
YES,24,50,17,6,Monday,Early Morning,Yes,No
No,30,30,10,4,Thursday,Afternoon,No,No
No,27,54,16,10,Wednesday,Forenoon,No,No
YES,30,30,8,8,Sunday,Overnight,No,Yes
No,28,50,10,2,Wednesday,Forenoon,No,No
YES,26,90,7,5,Thursday,Forenoon,No,No
YES,23,62,5,4,Friday,Afternoon,No,No
YES,18,59,11,8,Sunday,Overnight,No,Yes
YES,14,65,10,1,Sunday,Overnight,No,Yes
No,27,66,12,4,Sunday,Overnight,No,Yes
YES,26,28,10,10,Friday,Afternoon,No,No
YES,26,55,17,7,Thursday,Afternoon,No,No
No,24,75,10,6,Sunday,Overnight,No,Yes
YES,17,23,6,3,Thursday,Forenoon,No,No
No,21,25,10,4,Friday,Evening,No,No
No,24,55,11,9,Friday,Afternoon,No,No
YES,27,88,19,6,Thursday,Afternoon,No,No
YES,32,47,17,5,Thursday,Forenoon,No,No
YES,25,38,10,2,Thursday,Afternoon,No,No
YES,23,60,19,9,Friday,Afternoon,No,No
YES,25,66,18,1,Monday,Early Morning,Yes,No
YES,19,60,11,5,Saturday,Evening,No,No
YES,24,80,8,7,Friday,Afternoon,No,No
YES,29,82,16,7,Saturday,Evening,No,No
YES,28,25,15,8,Sunday,Overnight,No,Yes
YES,33,47,15,6,Saturday,Evening,No,No
No,13,66,14,9,Tuesday,Morning,No,No
YES,23,42,18,6,Sunday,Overnight,No,Yes
YES,20,65,18,9,Tuesday,Early Morning,No,No
No,25,77,19,2,Friday,Afternoon,No,No
YES,17,48,18,6,Thursday,Forenoon,No,No
